date	h	m	sonde	year	foF2	foF1	M(D)	MUF(D)	fmin	foEs	fminF	fminE	foE	fxI	h'F	h'F2	h'E	h'Es	hmE	yE	QF	QE	DownF	DownE	DownEs	FF	FE	D	fMUF	h'(fMUF)	delta_foF2	foEp	f(h'F)	f(h'F2)	foF1p	peak height of F2 layer	peak height of F1 layer	zhalfNm	foF2p	fminEs	yF2	yF1	TEC	scale F2	B0	B1	D1	foEa	h'Ea	foP	h'P	fbEs	Type Es
2006-09-26	0	0	KB548	2006																								3000.0																									
2006-09-26	1	0	KB548	2006	6.6				1.2																			3000.0																									
2006-09-26	2	0	KB548	2006	6.6				1.2	3.0																		3000.0																									
2006-09-26	3	0	KB548	2006																								3000.0																									
2006-09-26	4	0	KB548	2006																								3000.0																									
2006-09-26	5	0	KB548	2006																								3000.0																									
2006-09-26	6	0	KB548	2006																								3000.0																									
2006-09-26	7	0	KB548	2006																								3000.0																									
2006-09-26	8	0	KB548	2006																								3000.0																									
2006-09-26	9	0	KB548	2006	5.0				1.3	2.8																		3000.0																									
2006-09-26	10	0	KB548	2006	4.5				1.7																			3000.0																									
2006-09-26	11	0	KB548	2006	4.4				1.7																			3000.0																									
2006-09-26	12	0	KB548	2006	4.3				1.7	2.5																		3000.0																									
2006-09-26	13	0	KB548	2006	4.3				1.7																			3000.0																									
2006-09-26	14	0	KB548	2006	4.2				1.7																			3000.0																									
2006-09-26	15	0	KB548	2006	4.0				1.7																			3000.0																									
2006-09-26	16	0	KB548	2006	3.9				1.7																			3000.0																									
2006-09-26	17	0	KB548	2006	3.8				1.7	3.1																		3000.0																									
2006-09-26	18	0	KB548	2006	3.7				1.7																			3000.0																									
2006-09-26	19	0	KB548	2006	3.6				1.7																			3000.0																									
2006-09-26	20	0	KB548	2006	3.6				1.7																			3000.0																									
2006-09-26	21	0	KB548	2006	3.8				1.7																			3000.0																									
2006-09-26	22	0	KB548	2006	4.8				1.7	3.2																		3000.0																									
2006-09-26	23	0	KB548	2006																								3000.0																									
2006-09-27	0	0	KB548	2006																								3000.0																									
2006-09-27	1	0	KB548	2006																								3000.0																									
2006-09-27	2	0	KB548	2006																								3000.0																									
2006-09-27	7	0	KB548	2006	5.5				1.2	3.2																		3000.0																									
2006-09-27	8	0	KB548	2006	5.3				1.6																			3000.0																									
2006-09-27	9	0	KB548	2006	4.9				1.6	3.3																		3000.0																									
2006-09-27	10	0	KB548	2006	4.2				1.7	3.1																		3000.0																									
2006-09-27	11	0	KB548	2006	4.6				1.7																			3000.0																									
2006-09-27	12	0	KB548	2006	4.9				1.9																			3000.0																									
2006-09-27	13	0	KB548	2006	4.5				1.6																			3000.0																									
2006-09-27	14	0	KB548	2006	4.4				1.7																			3000.0																									
2006-09-27	15	0	KB548	2006	4.4				1.6																			3000.0																									
2006-09-27	16	0	KB548	2006	4.3				1.5																			3000.0																									
2006-09-27	17	0	KB548	2006	4.3				2.1																			3000.0																									
2006-09-27	18	0	KB548	2006	4.1				1.7																			3000.0																									
2006-09-27	19	0	KB548	2006	4.2				1.7																			3000.0																									
2006-09-27	20	0	KB548	2006	4.2				1.6																			3000.0																									
2006-09-27	21	0	KB548	2006	4.4				1.7																			3000.0																									
2006-09-27	22	0	KB548	2006	4.8				1.7	3.2																		3000.0																									
2006-09-27	23	0	KB548	2006	5.3				1.3																			3000.0																									
2006-09-28	0	0	KB548	2006	5.3				1.6																			3000.0																									
2006-09-28	1	0	KB548	2006	5.8				1.7	3.2																		3000.0																									
2006-09-28	2	0	KB548	2006	6.4				1.7	3.3																		3000.0																									
2006-09-28	3	0	KB548	2006	5.9				1.7	3.3																		3000.0																									
2006-09-28	4	0	KB548	2006	5.9				1.6	3.2																		3000.0																									
2006-09-28	5	0	KB548	2006	5.8				1.5	3.3																		3000.0																									
2006-09-28	6	0	KB548	2006	5.8				1.7	4.9																		3000.0																									
2006-09-28	7	0	KB548	2006	6.0				1.4	3.5																		3000.0																									
2006-09-28	8	0	KB548	2006	4.8				1.7																			3000.0																									
2006-09-28	9	0	KB548	2006	4.5				1.7																			3000.0																									
2006-09-28	10	0	KB548	2006	4.9				1.7																			3000.0																									
2006-09-28	11	0	KB548	2006	4.6				1.5	3.4																		3000.0																									
2006-09-28	12	0	KB548	2006	4.7				1.7	3.6																		3000.0																									
2006-09-28	13	0	KB548	2006	4.3				1.7																			3000.0																									
2006-09-28	14	0	KB548	2006	4.4				1.8	3.5																		3000.0																									
2006-09-28	15	0	KB548	2006	4.2				1.7																			3000.0																									
2006-09-28	16	0	KB548	2006	4.4				1.7																			3000.0																									
2006-09-28	17	0	KB548	2006	4.6				1.7																			3000.0																									
2006-09-28	18	0	KB548	2006	4.3				1.7	2.8																		3000.0																									
2006-09-28	19	0	KB548	2006	4.0				1.7																			3000.0																									
2006-09-28	20	0	KB548	2006	4.2				1.7																			3000.0																									
2006-09-28	21	0	KB548	2006	4.4				1.6	2.0																		3000.0																									
2006-09-28	22	0	KB548	2006	4.9				1.7	2.4																		3000.0																									
2006-09-28	23	0	KB548	2006	5.0				1.6	3.2																		3000.0																									
2006-09-29	0	0	KB548	2006	5.7				1.5	5.1																		3000.0																									
2006-09-29	1	0	KB548	2006	5.6				1.5	5.6																		3000.0																									
2006-09-29	2	0	KB548	2006	6.4				1.5	5.7																		3000.0																									
2006-09-29	3	0	KB548	2006	5.9				1.5	3.6																		3000.0																									
2006-09-29	4	0	KB548	2006	5.8				1.4	5.5																		3000.0																									
2006-09-29	5	0	KB548	2006	5.9				1.4	3.0																		3000.0																									
2006-09-29	6	0	KB548	2006	5.6				1.2	4.7																		3000.0																									
2006-09-29	7	0	KB548	2006	5.5				1.5	3.0																		3000.0																									
2006-09-29	8	0	KB548	2006	5.0				1.6	2.5																		3000.0																									
2006-09-29	9	0	KB548	2006	4.6				1.7	4.3																		3000.0																									
2006-09-29	10	0	KB548	2006	4.2				1.8																			3000.0																									
2006-09-29	11	0	KB548	2006	4.2				1.7	2.8																		3000.0																									
2006-09-29	12	0	KB548	2006	4.8				1.8	3.2																		3000.0																									
2006-09-29	13	0	KB548	2006	4.8				1.7																			3000.0																									
2006-09-29	14	0	KB548	2006	4.4				1.8																			3000.0																									
2006-09-29	15	0	KB548	2006	3.9				1.7																			3000.0																									
2006-09-29	16	0	KB548	2006	3.8				1.8	3.0																		3000.0																									
2006-09-29	17	0	KB548	2006	4.0				1.7	2.9																		3000.0																									
2006-09-29	18	0	KB548	2006	4.4				1.5																			3000.0																									
2006-09-29	19	0	KB548	2006	3.9				1.7																			3000.0																									
2006-09-29	20	0	KB548	2006	4.1				1.7																			3000.0																									
2006-09-29	21	0	KB548	2006	5.7				1.8																			3000.0																									
2006-09-29	22	0	KB548	2006	6.0				1.7	2.3																		3000.0																									
2006-09-29	23	0	KB548	2006	5.4				1.8	3.5																		3000.0																									
2006-09-30	0	0	KB548	2006	5.6				1.7	4.9																		3000.0																									
2006-09-30	1	0	KB548	2006	6.0				1.7	6.0																		3000.0																									
2006-09-30	2	0	KB548	2006	6.3				1.7	4.8																		3000.0																									
2006-09-30	9	0	KB548	2006					1.8	7.0																		3000.0																									
2006-09-30	10	0	KB548	2006	6.0				1.8																			3000.0																									
2006-09-30	11	0	KB548	2006																								3000.0																									
2006-09-30	12	0	KB548	2006																								3000.0																									
2006-09-30	13	0	KB548	2006					1.7	6.2																		3000.0																									
2006-09-30	14	0	KB548	2006					1.8	7.0																		3000.0																									
2006-09-30	15	0	KB548	2006					1.7	6.8																		3000.0																									
2006-09-30	16	0	KB548	2006					1.7	6.0																		3000.0																									
2006-09-30	17	0	KB548	2006	4.5				1.7	4.1																		3000.0																									
2006-09-30	18	0	KB548	2006	4.5				1.6	3.5																		3000.0																									
2006-09-30	19	0	KB548	2006	4.3				1.5																			3000.0																									
2006-09-30	20	0	KB548	2006	3.5				1.8	2.9																		3000.0																									
2006-09-30	21	0	KB548	2006	3.3				1.6	3.0																		3000.0																									
2006-09-30	22	0	KB548	2006	4.5				1.7																			3000.0																									
2006-09-30	23	0	KB548	2006	4.6				1.5																			3000.0																									
2006-10-01	0	0	KB548	2006	5.7				1.4	3.5																		3000.0																									
2006-10-01	1	0	KB548	2006	6.6				1.5	5.0																		3000.0																									
2006-10-01	2	0	KB548	2006	6.6				1.6	5.2																		3000.0																									
2006-10-01	3	0	KB548	2006	6.4				1.5	5.0																		3000.0																									
2006-10-01	4	0	KB548	2006					1.7	7.0																		3000.0																									
2006-10-01	5	0	KB548	2006	7.0				1.6	3.2																		3000.0																									
2006-10-01	6	0	KB548	2006	5.7				1.7	3.4																		3000.0																									
2006-10-01	7	0	KB548	2006	5.8				1.6	3.0																		3000.0																									
2006-10-01	8	0	KB548	2006	5.8				1.7	3.0																		3000.0																									
2006-10-01	9	0	KB548	2006	5.2				1.7	3.2																		3000.0																									
2006-10-01	10	0	KB548	2006	5.1				1.7	2.8																		3000.0																									
2006-10-01	11	0	KB548	2006	4.7				2.0																			3000.0																									
2006-10-01	12	0	KB548	2006	4.3				1.7	3.0																		3000.0																									
2006-10-01	13	0	KB548	2006					1.7	3.1																		3000.0																									
2006-10-01	14	0	KB548	2006					1.7	3.5																		3000.0																									
2006-10-01	15	0	KB548	2006	3.6				1.7	3.5																		3000.0																									
2006-10-01	16	0	KB548	2006	3.6				1.7	3.5																		3000.0																									
2006-10-01	17	0	KB548	2006	3.5				1.7	3.5																		3000.0																									
2006-10-01	18	0	KB548	2006	3.5				1.7	3.2																		3000.0																									
2006-10-01	19	0	KB548	2006	3.5				1.7	3.1																		3000.0																									
2006-10-01	20	0	KB548	2006	3.8				1.8	2.7																		3000.0																									
2006-10-01	21	0	KB548	2006	3.5				1.7	3.4																		3000.0																									
2006-10-01	22	0	KB548	2006	4.9				1.7	3.2																		3000.0																									
2006-10-01	23	0	KB548	2006	5.4				1.6	3.6																		3000.0																									
2006-10-02	0	0	KB548	2006	6.3				1.5																			3000.0																									
2006-10-02	1	0	KB548	2006	6.2				1.3	3.3																		3000.0																									
2006-10-02	2	0	KB548	2006	5.8				1.4	3.4																		3000.0																									
2006-10-02	3	0	KB548	2006	5.8				1.5	3.6																		3000.0																									
2006-10-02	4	0	KB548	2006	6.1				1.7																			3000.0																									
2006-10-02	5	0	KB548	2006	5.7				1.3																			3000.0																									
2006-10-02	6	0	KB548	2006	5.7				1.3	3.5																		3000.0																									
2006-10-02	7	0	KB548	2006	5.8				1.5	4.7																		3000.0																									
2006-10-02	8	0	KB548	2006	5.8				1.4	4.8																		3000.0																									
2006-10-02	9	0	KB548	2006					1.6	6.9																		3000.0																									
2006-10-02	10	0	KB548	2006	5.4				1.7	3.4																		3000.0																									
2006-10-02	11	0	KB548	2006	5.4				1.4																			3000.0																									
2006-10-02	12	0	KB548	2006	5.3				1.4																			3000.0																									
2006-10-02	13	0	KB548	2006	4.0				1.7																			3000.0																									
2006-10-02	14	0	KB548	2006	3.7				1.8																			3000.0																									
2006-10-02	15	0	KB548	2006	3.8				1.8																			3000.0																									
2006-10-02	16	0	KB548	2006	3.8				1.7																			3000.0																									
2006-10-02	17	0	KB548	2006	3.4				1.7																			3000.0																									
2006-10-02	18	0	KB548	2006	3.4				1.7	2.6																		3000.0																									
2006-10-02	19	0	KB548	2006	3.5				1.8	2.7																		3000.0																									
2006-10-02	20	0	KB548	2006	3.4				1.7																			3000.0																									
2006-10-02	21	0	KB548	2006	4.0				1.8	3.0																		3000.0																									
2006-10-02	22	0	KB548	2006	4.8				1.7	3.0																		3000.0																									
2006-10-02	23	0	KB548	2006	5.0				1.8	3.2																		3000.0																									
2006-10-03	0	0	KB548	2006	5.3				1.4	3.0																		3000.0																									
2006-10-03	1	0	KB548	2006	6.0				1.5	3.2																		3000.0																									
2006-10-03	2	0	KB548	2006	5.6				1.5																			3000.0																									
2006-10-03	3	0	KB548	2006	7.0				1.6																			3000.0																									
2006-10-03	4	0	KB548	2006	6.0				1.6	3.5																		3000.0																									
2006-10-03	5	0	KB548	2006	6.0				1.4	4.5																		3000.0																									
2006-10-03	6	0	KB548	2006	6.0				1.4	3.5																		3000.0																									
2006-10-03	7	0	KB548	2006	5.3				1.5	3.5																		3000.0																									
2006-10-03	8	0	KB548	2006	5.3				1.8	3.4																		3000.0																									
2006-10-03	9	0	KB548	2006	5.1				1.8	3.4																		3000.0																									
2006-10-03	10	0	KB548	2006	5.2				1.7	3.2																		3000.0																									
2006-10-03	11	0	KB548	2006	4.4				1.8																			3000.0																									
2006-10-03	12	0	KB548	2006	4.3				1.7																			3000.0																									
2006-10-03	13	0	KB548	2006																								3000.0																									
2006-10-03	14	0	KB548	2006	3.5				1.7																			3000.0																									
2006-10-03	15	0	KB548	2006	3.4				1.8																			3000.0																									
2006-10-03	16	0	KB548	2006	3.4				1.7																			3000.0																									
2006-10-03	17	0	KB548	2006	3.3				1.8																			3000.0																									
2006-10-03	18	0	KB548	2006	3.4				1.8																			3000.0																									
2006-10-03	19	0	KB548	2006	3.2				1.7																			3000.0																									
2006-10-03	20	0	KB548	2006	3.5				1.7																			3000.0																									
2006-10-03	21	0	KB548	2006	3.7				1.7																			3000.0																									
2006-10-03	22	0	KB548	2006	4.4				1.6	2.3																		3000.0																									
2006-10-03	23	0	KB548	2006	5.4				1.7	2.8																		3000.0																									
2006-10-04	0	0	KB548	2006	5.4				1.3	2.9																		3000.0																									
2006-10-04	1	0	KB548	2006	5.6				1.4																			3000.0																									
2006-10-04	2	0	KB548	2006	6.3				1.6	3.1																		3000.0																									
2006-10-04	3	0	KB548	2006	6.2				1.3	3.2																		3000.0																									
2006-10-04	4	0	KB548	2006	6.0				1.6	3.4																		3000.0																									
2006-10-04	5	0	KB548	2006	5.8				1.2	3.0																		3000.0																									
2006-10-04	6	0	KB548	2006	5.9				1.2	4.4																		3000.0																									
2006-10-04	7	0	KB548	2006	5.2				1.2	3.4																		3000.0																									
2006-10-04	8	0	KB548	2006	5.5				1.6																			3000.0																									
2006-10-04	9	0	KB548	2006	5.3				1.6	2.9																		3000.0																									
2006-10-04	10	0	KB548	2006	5.3				1.6																			3000.0																									
2006-10-04	11	0	KB548	2006	5.4				1.7																			3000.0																									
2006-10-04	12	0	KB548	2006	5.2				1.8																			3000.0																									
2006-10-04	13	0	KB548	2006	4.3				1.8																			3000.0																									
2006-10-04	14	0	KB548	2006	4.0				1.9																			3000.0																									
2006-10-04	15	0	KB548	2006	3.5				1.9																			3000.0																									
2006-10-04	16	0	KB548	2006	3.6				1.8																			3000.0																									
2006-10-04	17	0	KB548	2006	3.6				1.8																			3000.0																									
2006-10-04	18	0	KB548	2006	3.5				1.7																			3000.0																									
2006-10-04	19	0	KB548	2006	3.6				1.7																			3000.0																									
2006-10-04	20	0	KB548	2006	3.6				1.7																			3000.0																									
2006-10-04	21	0	KB548	2006	4.3				1.6																			3000.0																									
2006-10-04	22	0	KB548	2006	4.9				1.6																			3000.0																									
2006-10-04	23	0	KB548	2006	5.3				1.7	2.6																		3000.0																									
2006-10-05	0	0	KB548	2006	5.9				1.5	3.0																		3000.0																									
2006-10-05	1	0	KB548	2006	6.1				1.4	3.1																		3000.0																									
2006-10-05	2	0	KB548	2006	6.0				1.6	3.2																		3000.0																									
2006-10-05	3	0	KB548	2006	6.1				1.6																			3000.0																									
2006-10-05	4	0	KB548	2006	6.4				1.4	3.0																		3000.0																									
2006-10-05	5	0	KB548	2006	5.9				1.2	2.9																		3000.0																									
2006-10-05	6	0	KB548	2006	5.6				1.3																			3000.0																									
2006-10-05	7	0	KB548	2006	5.3				1.3																			3000.0																									
2006-10-05	8	0	KB548	2006	5.4				1.7																			3000.0																									
2006-10-05	9	0	KB548	2006	4.5				1.7	2.7																		3000.0																									
2006-10-05	10	0	KB548	2006	4.5				1.7	3.2																		3000.0																									
2006-10-05	11	0	KB548	2006	4.3				1.6	3.1																		3000.0																									
2006-10-05	12	0	KB548	2006	4.3				1.7	3.1																		3000.0																									
2006-10-05	13	0	KB548	2006	4.2				1.7																			3000.0																									
2006-10-05	14	0	KB548	2006	4.1				1.7																			3000.0																									
2006-10-05	15	0	KB548	2006	3.8				1.8																			3000.0																									
2006-10-05	16	0	KB548	2006	3.8				1.7																			3000.0																									
2006-10-05	17	0	KB548	2006	3.7				1.7																			3000.0																									
2006-10-05	18	0	KB548	2006	3.7				1.8																			3000.0																									
2006-10-05	19	0	KB548	2006	4.2				1.8	3.0																		3000.0																									
2006-10-05	20	0	KB548	2006	4.0				1.7																			3000.0																									
2006-10-05	21	0	KB548	2006	4.9				1.7																			3000.0																									
2006-10-05	22	0	KB548	2006	6.0				1.8																			3000.0																									
2006-10-05	23	0	KB548	2006	5.3				1.6	3.1																		3000.0																									
2006-10-06	0	0	KB548	2006	5.7				1.5	3.0																		3000.0																									
2006-10-06	1	0	KB548	2006	6.1				1.4	3.3																		3000.0																									
2006-10-06	2	0	KB548	2006	6.4				1.5																			3000.0																									
2006-10-06	9	0	KB548	2006	5.0				1.8	2.8																		3000.0																									
2006-10-06	10	0	KB548	2006	5.0				1.8	2.8																		3000.0																									
2006-10-06	11	0	KB548	2006	4.2				1.7																			3000.0																									
2006-10-06	12	0	KB548	2006	4.4				2.0																			3000.0																									
2006-10-06	13	0	KB548	2006																								3000.0																									
2006-10-06	14	0	KB548	2006																								3000.0																									
2006-10-06	15	0	KB548	2006																								3000.0																									
2006-10-06	16	0	KB548	2006																								3000.0																									
2006-10-06	17	0	KB548	2006																								3000.0																									
2006-10-06	18	0	KB548	2006																								3000.0																									
2006-10-06	19	0	KB548	2006																								3000.0																									
2006-10-06	20	0	KB548	2006																								3000.0																									
2006-10-06	21	0	KB548	2006	5.3				1.7																			3000.0																									
2006-10-06	22	0	KB548	2006	5.1				1.8																			3000.0																									
2006-10-06	23	0	KB548	2006	5.3				1.8																			3000.0																									
2006-10-07	0	0	KB548	2006	5.8				1.7																			3000.0																									
2006-10-07	1	0	KB548	2006	5.7				1.3	3.2																		3000.0																									
2006-10-07	2	0	KB548	2006	6.2				1.5	3.2																		3000.0																									
2006-10-07	3	0	KB548	2006	6.4				1.4																			3000.0																									
2006-10-07	4	0	KB548	2006	6.8				1.5	3.0																		3000.0																									
2006-10-07	5	0	KB548	2006	6.0				1.7																			3000.0																									
2006-10-07	6	0	KB548	2006	5.0				1.6																			3000.0																									
2006-10-07	7	0	KB548	2006	5.3				1.7																			3000.0																									
2006-10-07	8	0	KB548	2006	6.0				1.8	3.2																		3000.0																									
2006-10-07	9	0	KB548	2006	5.6				1.7																			3000.0																									
2006-10-07	10	0	KB548	2006	4.8				1.8																			3000.0																									
2006-10-07	11	0	KB548	2006	4.8				1.8																			3000.0																									
2006-10-07	12	0	KB548	2006	5.3				1.7																			3000.0																									
2006-10-07	13	0	KB548	2006																								3000.0																									
2006-10-07	14	0	KB548	2006																								3000.0																									
2006-10-07	15	0	KB548	2006	4.0				1.8																			3000.0																									
2006-10-07	16	0	KB548	2006																								3000.0																									
2006-10-07	17	0	KB548	2006																								3000.0																									
2006-10-07	18	0	KB548	2006																								3000.0																									
2006-10-07	19	0	KB548	2006																								3000.0																									
2006-10-07	20	0	KB548	2006																								3000.0																									
2006-10-07	21	0	KB548	2006	4.2				1.6																			3000.0																									
2006-10-07	22	0	KB548	2006	5.6				1.7																			3000.0																									
2006-10-07	23	0	KB548	2006	6.0				1.6	2.8																		3000.0																									
2006-10-08	0	0	KB548	2006	6.3				1.4																			3000.0																									
2006-10-08	1	0	KB548	2006	7.2				1.4	3.6																		3000.0																									
2006-10-08	2	0	KB548	2006	6.8				1.2	3.9																		3000.0																									
2006-10-08	7	0	KB548	2006	5.6				1.3	4.3																		3000.0																									
2006-10-08	8	0	KB548	2006	6.6				1.3	3.6																		3000.0																									
2006-10-08	9	0	KB548	2006	6.0				1.4	4.3																		3000.0																									
2006-10-08	10	0	KB548	2006	5.3				1.7																			3000.0																									
2006-10-08	11	0	KB548	2006	5.3				1.7																			3000.0																									
2006-10-08	12	0	KB548	2006	5.3				1.8																			3000.0																									
2006-10-08	13	0	KB548	2006	4.5				1.7																			3000.0																									
2006-10-08	14	0	KB548	2006	4.3				1.8																			3000.0																									
2006-10-08	15	0	KB548	2006	4.4				1.7																			3000.0																									
2006-10-08	16	0	KB548	2006	4.5				1.8																			3000.0																									
2006-10-08	17	0	KB548	2006	4.4				1.9																			3000.0																									
2006-10-08	18	0	KB548	2006	4.6				1.8																			3000.0																									
2006-10-08	19	0	KB548	2006	4.7				1.9																			3000.0																									
2006-10-08	20	0	KB548	2006	4.6				1.8																			3000.0																									
2006-10-08	21	0	KB548	2006	3.8				1.7																			3000.0																									
2006-10-08	22	0	KB548	2006	4.3				1.9																			3000.0																									
2006-10-08	23	0	KB548	2006	4.6				1.6																			3000.0																									
2006-10-09	0	0	KB548	2006	5.0				1.6	3.0																		3000.0																									
2006-10-09	1	0	KB548	2006																								3000.0																									
2006-10-09	2	0	KB548	2006																								3000.0																									
2006-10-09	3	0	KB548	2006	7.0				1.3	6.3																		3000.0																									
2006-10-09	4	0	KB548	2006	7.1				1.3	4.4																		3000.0																									
2006-10-09	5	0	KB548	2006	6.0				1.6	3.4																		3000.0																									
2006-10-09	6	0	KB548	2006	5.7				1.4	5.9																		3000.0																									
2006-10-09	7	0	KB548	2006	6.1				1.3	3.5																		3000.0																									
2006-10-09	8	0	KB548	2006	6.0				1.6	3.0																		3000.0																									
2006-10-09	9	0	KB548	2006	4.9				1.8	3.5																		3000.0																									
2006-10-09	10	0	KB548	2006	4.6				1.7	4.0																		3000.0																									
2006-10-09	11	0	KB548	2006	4.6				1.8	3.2																		3000.0																									
2006-10-09	12	0	KB548	2006	4.8				1.8	2.9																		3000.0																									
2006-10-09	13	0	KB548	2006	4.4				2.0																			3000.0																									
2006-10-09	14	0	KB548	2006	4.5				1.7																			3000.0																									
2006-10-09	15	0	KB548	2006	4.3				1.7																			3000.0																									
2006-10-09	16	0	KB548	2006	4.3				1.7																			3000.0																									
2006-10-09	17	0	KB548	2006	4.6				1.7																			3000.0																									
2006-10-09	18	0	KB548	2006	4.7				1.7																			3000.0																									
2006-10-09	19	0	KB548	2006	4.8				1.7																			3000.0																									
2006-10-09	20	0	KB548	2006	4.9				1.7																			3000.0																									
2006-10-09	21	0	KB548	2006	5.0				1.7																			3000.0																									
2006-10-09	22	0	KB548	2006	6.4				1.6	3.7																		3000.0																									
2006-10-09	23	0	KB548	2006																								3000.0																									
2006-10-10	0	0	KB548	2006																								3000.0																									
2006-10-10	1	0	KB548	2006																								3000.0																									
2006-10-10	2	0	KB548	2006																								3000.0																									
2006-10-10	3	0	KB548	2006	6.3				1.6	4.8																		3000.0																									
2006-10-10	4	0	KB548	2006	6.1				1.4	5.1																		3000.0																									
2006-10-10	5	0	KB548	2006	6.2				1.5	3.8																		3000.0																									
2006-10-10	6	0	KB548	2006	6.2				1.6	3.5																		3000.0																									
2006-10-10	7	0	KB548	2006	6.3				1.6	3.8																		3000.0																									
2006-10-10	8	0	KB548	2006	7.1				1.6	2.8																		3000.0																									
2006-10-10	9	0	KB548	2006	5.0				1.5																			3000.0																									
2006-10-10	10	0	KB548	2006	4.4				1.7	3.0																		3000.0																									
2006-10-10	11	0	KB548	2006	4.6				1.8	2.6																		3000.0																									
2006-10-10	12	0	KB548	2006	4.8				1.7																			3000.0																									
2006-10-10	13	0	KB548	2006	5.0				1.7																			3000.0																									
2006-10-10	14	0	KB548	2006	5.4				1.7																			3000.0																									
2006-10-10	15	0	KB548	2006	5.4				1.7																			3000.0																									
2006-10-10	16	0	KB548	2006	5.0				1.7																			3000.0																									
2006-10-10	17	0	KB548	2006	4.4				1.7																			3000.0																									
2006-10-10	18	0	KB548	2006	4.7				1.4																			3000.0																									
2006-10-10	19	0	KB548	2006	4.8				1.7	3.1																		3000.0																									
2006-10-10	20	0	KB548	2006	5.0				1.5																			3000.0																									
2006-10-10	21	0	KB548	2006	5.3				1.6	3.0																		3000.0																									
2006-10-10	22	0	KB548	2006	5.3				1.7	3.0																		3000.0																									
2006-10-10	23	0	KB548	2006	5.3				1.7	3.1																		3000.0																									
2006-10-11	0	0	KB548	2006	5.4				1.4	3.2																		3000.0																									
2006-10-11	1	0	KB548	2006	6.0				1.4	3.2																		3000.0																									
2006-10-11	2	0	KB548	2006	6.3				1.5	3.2																		3000.0																									
2006-10-11	3	0	KB548	2006	6.3				1.4																			3000.0																									
2006-10-11	4	0	KB548	2006	7.3				1.3																			3000.0																									
2006-10-11	5	0	KB548	2006	6.0				1.5																			3000.0																									
2006-10-11	6	0	KB548	2006	6.0				1.6																			3000.0																									
2006-10-11	7	0	KB548	2006	5.5				1.7																			3000.0																									
2006-10-11	8	0	KB548	2006	5.7				1.6																			3000.0																									
2006-10-11	9	0	KB548	2006	4.8				1.8																			3000.0																									
2006-10-11	10	0	KB548	2006	4.6				1.9																			3000.0																									
2006-10-11	11	0	KB548	2006	4.8				1.8																			3000.0																									
2006-10-11	12	0	KB548	2006	4.7				1.7																			3000.0																									
2006-10-11	13	0	KB548	2006	4.2				1.6	3.6																		3000.0																									
2006-10-11	14	0	KB548	2006	4.0				1.8																			3000.0																									
2006-10-11	15	0	KB548	2006	4.3				1.6																			3000.0																									
2006-10-11	16	0	KB548	2006	4.6				1.8																			3000.0																									
2006-10-11	17	0	KB548	2006	4.5				1.7																			3000.0																									
2006-10-11	18	0	KB548	2006	4.3				1.8	3.3																		3000.0																									
2006-10-11	19	0	KB548	2006	4.8				1.6	3.2																		3000.0																									
2006-10-11	20	0	KB548	2006	4.8				1.5																			3000.0																									
2006-10-11	21	0	KB548	2006	3.6				1.7																			3000.0																									
2006-10-11	22	0	KB548	2006	4.8				1.6																			3000.0																									
2006-10-11	23	0	KB548	2006	5.8				1.6	2.7																		3000.0																									
2006-10-12	0	0	KB548	2006	5.2				1.2	3.0																		3000.0																									
2006-10-12	1	0	KB548	2006	6.2				1.0	3.0																		3000.0																									
2006-10-12	2	0	KB548	2006	6.4				1.5	3.5																		3000.0																									
2006-10-12	9	0	KB548	2006	5.0				1.7	2.9																		3000.0																									
2006-10-12	10	0	KB548	2006	4.5				1.8	3.0																		3000.0																									
2006-10-12	11	0	KB548	2006	4.7				1.5	3.5																		3000.0																									
2006-10-12	12	0	KB548	2006	4.3				1.4	5.0																		3000.0																									
2006-10-12	13	0	KB548	2006	4.3				1.6	3.2																		3000.0																									
2006-10-12	14	0	KB548	2006	4.3				1.4	3.0																		3000.0																									
2006-10-12	15	0	KB548	2006	4.0				1.5	3.0																		3000.0																									
2006-10-12	16	0	KB548	2006	4.0				1.8	3.0																		3000.0																									
2006-10-12	17	0	KB548	2006	4.1				1.7	3.2																		3000.0																									
2006-10-12	18	0	KB548	2006	4.2				1.7	3.2																		3000.0																									
2006-10-12	19	0	KB548	2006	4.0				1.8																			3000.0																									
2006-10-12	20	0	KB548	2006	3.7				1.7																			3000.0																									
2006-10-12	21	0	KB548	2006	3.3				1.7																			3000.0																									
2006-10-12	22	0	KB548	2006	4.7				1.4																			3000.0																									
2006-10-12	23	0	KB548	2006	5.9				1.4	3.4																		3000.0																									
2006-10-13	0	0	KB548	2006	5.9				1.4	3.5																		3000.0																									
2006-10-13	1	0	KB548	2006	6.8				1.4	4.7																		3000.0																									
2006-10-13	2	0	KB548	2006	8.4				1.4	3.2																		3000.0																									
2006-10-13	3	0	KB548	2006	8.3				1.4	3.1																		3000.0																									
2006-10-13	4	0	KB548	2006	6.7				1.6	5.8																		3000.0																									
2006-10-13	5	0	KB548	2006	5.8				1.3	2.5																		3000.0																									
2006-10-13	6	0	KB548	2006	5.4				1.7	2.9																		3000.0																									
2006-10-13	7	0	KB548	2006	5.3				1.4																			3000.0																									
2006-10-13	8	0	KB548	2006	5.5				1.9																			3000.0																									
2006-10-13	9	0	KB548	2006	4.9				1.7																			3000.0																									
