time	eq_lat	eq_lon	mag	earthquake_id	date	prep_zone	year	sonde1	sonde1_lat	sonde1_lon	eq_sonde1_dist	sonde2	sonde2_lat	sonde2_lon	eq_sonde2_dist	sonde1_sonde2_dist
08:38:36.720	2.327	93.06299999999999	8.6	official20120411083836720_20	2012-04-11	4988.84487460012	2012	JJ433	33.4	126.3	4887.58711934131	YG431	31.2	130.6	5080.27885597341	472.499888691286
08:38:36.720	2.327	93.06299999999999	8.6	official20120411083836720_20	2012-04-11	4988.84487460012	2012	OK426	26.3	127.8	4566.40357455706	YG431	31.2	130.6	5080.27885597341	609.524717860107
05:27:55.980	31.456	138.072	6.8	usp000jcws	2012-01-01	839.4599865193969	2012	YG431	31.2	130.6	710.371121344616	JJ433	33.4	126.3	1125.50628292742	472.499888691286
05:27:55.980	31.456	138.072	6.8	usp000jcws	2012-01-01	839.4599865193969	2012	YG431	31.2	130.6	710.371121344616	OK426	26.3	127.8	1152.36135133835	609.524717860107
01:13:30.210	26.6205	128.945	5.4	usb000kta0	2013-11-06	209.893988362352	2013	OK426	26.3	127.8	119.45920032166	YG431	31.2	130.6	534.23359169644	609.524717860107
12:16:56.220	26.0913	128.4171	5.4	usb000ks31	2013-11-03	209.893988362352	2013	OK426	26.3	127.8	65.8194079782768	YG431	31.2	130.6	606.83057352358	609.524717860107
06:50:27.660	30.0386	131.1453	5.0	usb000jwjk	2013-09-20	141.253754462275	2013	YG431	31.2	130.6	139.328300196946	JJ433	33.4	126.3	591.436850423388	472.499888691286
06:50:27.660	30.0386	131.1453	5.0	usb000jwjk	2013-09-20	141.253754462275	2013	YG431	31.2	130.6	139.328300196946	OK426	26.3	127.8	529.57383692113	609.524717860107
09:06:52.200	38.6885	22.6952	5.3	usb000ixb7	2013-08-07	190.10782799233002	2013	AT138	38.0	23.6	109.97637741821801	IS141	41.1	29.0	600.988063824626	577.205907720881
14:47:04.940	23.872	121.6	5.0	usb000iljj	2013-07-24	141.253754462275	2013	CL424	24.9	121.2	121.312067836289	OK426	26.3	127.8	680.340697422286	680.024056086722
01:32:24.000	43.501000000000005	13.668	5.4	usb000iiu5	2013-07-21	209.893988362352	2013	RO041	44.3	12.5	129.076014137102	PQ052	50.0	14.6	726.3475494541291	653.535588759926
10:11:35.280	24.255	121.52	5.2	usb000if3j	2013-07-16	172.186857498601	2013	CL424	24.9	121.2	78.7071190346598	OK426	26.3	127.8	671.24195196071	680.024056086722
13:24:45.360	26.533	128.886	5.6	usc000hpjj	2013-06-13	255.858588690564	2013	OK426	26.3	127.8	111.243147785131	CL424	24.9	121.2	791.213554452931	680.024056086722
13:24:45.360	26.533	128.886	5.6	usc000hpjj	2013-06-13	255.858588690564	2013	OK426	26.3	127.8	111.243147785131	YG431	31.2	130.6	545.270826974349	609.524717860107
16:38:02.900	24.098000000000003	122.671	5.8	usc000hib7	2013-06-07	311.888958409394	2013	CL424	24.9	121.2	173.56460526647098	OK426	26.3	127.8	571.289445411901	680.024056086722
05:43:03.460	23.789	121.141	6.2	usb000hbrt	2013-06-02	463.446919736288	2013	CL424	24.9	121.2	123.720895888077	OK426	26.3	127.8	726.69952394155	680.024056086722
05:44:48.980	54.891999999999996	153.221	8.3	usb000h4jh	2013-05-24	3706.80721782576	2013	YG431	31.2	130.6	3182.6280451366997	OK426	26.3	127.8	3792.1490955267295	609.524717860107
